 trivial[形],ささいな、取るに足りない、平凡な,知ってる,2020/6/1,4,,,,,
 tyranny[名],暴政、専制政治,知ってる,2020/6/1,1,,,,,
 unanimously[副],満場一致で、異口同音に,知ってる,2020/7/1,1,,,,,
 unavailable[形],入手（利用）できない、手が空いていない,知ってる,2020/7/1,,,,,,
 unconditionally[副],無条件に,知ってる,2020/7/1,,,,,,
 undergraduate[名],学部学生,知ってる,2020/5/28,,,,,,
 unfavorable[形],好ましくない,知ってる,2020/7/1,,,,,,
 unoccupied[形],使われていない,知ってる,2020/6/27,,,,,,
 unprecedented[形],前例のない,知ってる,2020/5/31,,,,,,
 unprepared[形],用意ができていない,知ってる,2020/7/1,,,,,,
 unsuspecting[形],疑わない,知ってる,2020/7/1,,,,,,
 vacuum[動],掃除機をかける,知ってる,2020/7/1,,,,,,
 variable[形],変わりやすい、移り気な,知ってる,2020/5/24,,,,,,
 vending machine[名],自動販売機,知ってる,2020/5/28,,,,,,
 vent[名],（液体や気体が抜ける）穴、通気孔,知ってる,2020/6/1,2,,,,,
 venue[名],開催地、会場,知ってる,2020/6/26,,,,,,
 veteran[名],退役兵、経験豊富な人、ベテラン,知ってる,2020/7/1,,,,,,
 volatile[形],揮発性の、変動しやすい、気まぐれな,知ってる,2020/5/26,1,,,,,
 voucher[名],引換券,知ってる,2020/7/1,,,,,,
 walkway[名],歩道,知ってる,2020/7/1,,,,,,
 weird[形],異様な、気味の悪い,知ってる,2020/5/24,,,,,,
 withhold[動],保留する、知らせずにおく、（税金などを）差し引く、差し控える、抑える,知ってる,2020/5/28,,,,,,
 withstand[動],抵抗する、持ちこたえる、逆らう、耐える,知ってる,2020/6/1,1,,,,,
 workplace[名],職場、作業場,知ってる,2020/6/27,,,,,,
 worsen[動],悪化する、悪化させる,知ってる,2020/6/27,,,,,,
 yawn[動],あくびをする,,,,,,,,
