 footwear[名],はきもの、下履き,,,,,,,,
 forecast[名],予報、予想、予測,,,,,,,,
 form[名],（定型の）用紙、書式,,,,,,,,
 formally[副],正式に、フォーマルに,,,,,,,,
 formation[名],形成,,,,,,,,
 founder[名],創設者、創立者,,,,,,,,
 freeze[動],凍る、動かなくなる,,,,,,,,
 frequency[名],周波数,,,,,,,,
 function[動],働く、機能する,,,,,,,,
 furnish[動],（部屋などに）家具を備え付ける,,,,,,,,
 gallery[名],美術館、画廊,,,,,,,,
 gambling[名],かけ事,,,,,,,,
 gatherer[名],採集者,,,,,,,,
 gene[名],遺伝子,,,,,,,,
 glance[動],ちらりと見る,,,,,,,,
 glorious[形],素晴らしい、栄光ある,,,,,,,,
 gown[名],礼服,,,,,,,,
 gracefully[副],うやうやしく、優雅に,,,,,,,,0
 grain[名],穀物、粒子,,,,,,,,
 grant[動],与える、許可する,,,,,,,,0
 greatly[副],非常に、大いに,,,,,,,,
 greet[動],あいさつする、出迎える,,,,,,,,
 grocery store[名],食料雑貨店,,,,,,,,
 grocery[名],食料品、雑貨,,,,,,,,
 gross[形],総計の,,,,,,,,0
 grower[名],栽培者,,,,,,,,
 guilty[形],有罪の、罪の意識がある,,,,,,,,
 harmful[形],有害な、害を及ぼす,,,,,,,,0
 harmonious[形],調和した,,,,,,,,
 harvest[名],収穫（物）、収穫高,,,,,,,,
 haunt[動],（幽霊などが）出没する、つきまとう,,,,,,,,
 heal[動],治癒する、治す、治る,,,,,,,,
 hearing[形],聴覚の,,,,,,,,
 heighten[動],～を増加させる、～を高める,,,,,,,,0
 highlight[動],強調する、目立たせる,,,,,,,,
 highway[名],（高速）道路,,,,,,,,
 historical[形],歴史の（に関する）,,,,,,,,
 historically[副],歴史上,,,,,,,,
 holy[形],神聖な,,,,,,,,
 homeless[形],家のない,,,,,,,,
 honor[動],名誉を与える、尊敬する、（契約などを）守る,,,,,,,,
 honor[名],栄誉、名誉,,,,,,,,
 humorous[形],ひょうきんな、こっけいな,,,,,,,,
 identical[形],同一の,,,,,,,,0
 identification[名],身分証明書、特定,,,,,,,,
 imaginary[形],想像上の、空想の,,,,,,,,
 impatient[形],気のせくような、せっかちな、我慢できない,,,,,,,,0
 impress[動],感銘を与える、感動させる,,,,,,,,
 increasing[形],増え続ける、ますます増える,,,,,,,,
 index[名],指標、指数、索引,,,,,,,,
 indirect[形],間接的な、遠回しの,,,,,,,,
 indirectly[副],間接的に、遠まわしに,,,,,,,,
 inherit[動],受け継ぐ、相続する,,,,,,,,0
 injury[名],怪我,,,,,,,,
 inquire[動],問い合わせる、尋ねる,,,,,,,,
 instant[名],瞬間,,,,,,,,
 intelligence[名],知能、知性,,,,,,,,
 intention[名],意思、意図,,,,,,,,
 interact[動],影響し合う、相互作用する、交流する,,,,,,,,
 interactive[形],相互に作用する、双方向性の,,,,,,,,
 interfere[動],干渉する、介入する、邪魔する,,,,,,,,
 intimate[形],親しい、親密な,,,,,,,,
 introduction[名],（本などの）序論、導入部,,,,,,,,
 inventor[名],発明者,,,,,,,,
 investigate[動],調査する、研究する,,,,,,,,
 invisible[形],目立たない、目に見えない,,,,,,,,
 invitation[名],招待、招待状,,,,,,,,0
 issue[名],論点、問題,,,,,,,,
 jaw[名],顎、下顎,,,,,,,,
 jointly[副],共同して,,,,,,,,0
 keen[形],（刃物などが）鋭い,,,,,,,,
 leak[動],漏れる,,,,,,,,
literally[副],文字通り,,,,,,,,
 literature[名],文学、文献,,,,,,,,
 locate[動],（場所などを）突き止める、特定する、見つける,,,,,,,,0
 log[名],丸太,,,,,,,,
 long-term[形],長期の、長期間の,,,,,,,,
 major[名],専攻科目,,,,,,,,
 make[動],～になる、～（の状態）にする,,,,,,,,
 manufacturing[形],工業の、製造の,,,,,,,,
 margin[名],余白、縁、限界,,,,,,,,
 mathematical[形],数学の,,,,,,,,
 measurement[名],寸法、測定,,,,,,,,
 mechanism[名],仕組み,,,,,,,,
 meet[動],（要求などを）満たす,,,,,,,,
 merchandise[名],商品,,,,,,,,
 misunderstanding[名],誤解,,,,,,,,
 moist[形],湿った,,,,,,,,
 monument[名],記念碑、記念建造物,,,,,,,,
 moreover[副],その上、さらに、加えて,,,,,,,,
 motel[名],モーテル,,,,,,,,
 movement[名],（政治的、社会的）運動,,,,,,,,
 mud[名],泥、ぬかるみ,,,,,,,,
 multiply[動],増殖する、増大する、掛け算をする,,,,,,,,
 nap[名],昼寝、仮眠,,,,,,,,
 nationality[名],国籍,,,,,,,,
 nearby[形],近くの、隣接の,,,,,,,,
 neat[形],きちんとした、こぎれいな,,,,,,,,
 nephew[名],甥,,,,,,,,
 nevertheless[副],それにもかかわらず,,,,,,,,
 nobility[名],貴族（階級）、気高さ,,,,,,,,
 nonfiction[名],実話、ノンフィクション,,,,,,,,
 novelist[名],小説家,,,,,,,,
 nuisance[名],厄介なこと/人、迷惑,,,,,,,,0
 nylon[名],ナイロン,,,,,,,,
 objective[形],客観的な、偏見のない,,,,,,,,
 obstacle[名],障害（物）、邪魔なもの,,,,,,,,0
 occasional[形],時折の,,,,,,,,
 occupation[名],職業,,,,,,,,
 offensive[形],侮辱的な、けんか腰の、不快な,,,,,,,,0
 omit[動],除く、省く、削除する,,,,,,,,
 online[形],オンラインの、ネット上の,,,,,,,,
 operator[名],電話交換手、運転者、技師,,,,,,,,
 overlook[動],見落とす、見過ごす、大目に見る,,,,,,,,
 packaged[形],包装された,,,,,,,,
 pact[名],約束、契約,,,,,,,,0
 Pakistan[名],パキスタン,,,,,,,,
 parliament[名],国会、議会,,,,,,,,0
 part-time[形],パートタイムの,,,,,,,,
 participation[名],参加,,,,,,,,
 passionate[形],情熱的な、熱烈な,,,,,,,,
 performer[名],演奏者、実行者,,,,,,,,
 peril[名],危険,,,,,,,,0
 persist[動],固執する、（習慣などが）存続する,,,,,,,,0
 personnel[名],職員、人員、人事部門,,,,,,,,
 physical[形],物質的な、物理的な,,,,,,,,
 pine tree[名],マツの木,,,,,,,,
 plant[名],設備、工場,,,,,,,,0
 plot[名],（映画、物語などの）筋、構想、たくらみ,,,,,,,,0
 pointed[形],先のとがった,,,,,,,,
 pond[名],池、沼,,,,,,,,
 portrait[名],肖像（画）、ポートレート,,,,,,,,
 possess[動],持っている、所有する,,,,,,,,
 postpone[動],延期する、持ち越す,,,,,,,,
 praise[名],称賛、賛美,,,,,,,,0
 predict[動],予測する、予言する,,,,,,,,0
 prestige[名],名声、威信、威光,,,,,,,,
 prey[名],餌、獲物,,,,,,,,
 privacy[名],人目を避けること、プライバシー,,,,,,,,
 probable[形],十分にありそうな,,,,,,,,0
 proceed[動],進む、続行する,,,,,,,,
 producer[名],生産者、（テレビなどの）プロデューサー,,,,,,,,
 profitable[形],高収益の、もうかる,,,,,,,,
 progress[動],前進する,,,,,,,,
 prominence[名],卓越、目立つこと、最盛期,,,,,,,,
 promising[形],有望な、将来性のある,,,,,,,,0
 prompt[形],迅速な,,,,,,,,
 proud[形],誇りに思って,,,,,,,,
 province[名],州、県、地方,,,,,,,,
 provoke[動],挑発する、駆り立てる,,,,,,,,
 publicity[名],宣伝、広告、知名度,,,,,,,,
 qualification[名],資格、能力、適性,,,,,,,,
 quarrel[動],口論する,,,,,,,,
 quote[動],引用する、引き合いに出す,,,,,,,,
 rally[名],集会,,,,,,,,0
 rate[動],評価する,,,,,,,,0
 rational[形],理にかなった、合理的な、理性的な,,,,,,,,
 react[動],反応する、反抗する,,,,,,,,
 readily[副],簡単に、たやすく、快く,,,,,,,,0
 recession[名],景気の後退,,,,,,,,
 recognition[名],認識、評価、見覚え,,,,,,,,
 reduction[名],減少、縮小、削減,,,,,,,,
 refine[動],精製する、洗練する,,,,,,,,0
 register[動],登録する、登記する,,,,,,,,
 registration[名],登録,,,,,,,,
 remarkably[副],著しく、目立って、驚くほど,,,,,,,,
 remedy[名],治療、矯正,,,,,,,,
 representative[名],担当者、代表者,,,,,,,,0
 representative[形],代表する、代理の,,,,,,,,
 reread[動],読み直す,,,,,,,,
 resignation[名],辞任,,,,,,,,
 resistance[名],抵抗、反抗,,,,,,,,
resolution[名],決議、決意,,,,,,,,0
 retain[動],維持する、保つ,,,,,,,,
 retreat[動],退く、退却する,,,,,,,,0
 reveal[動],明らかにする、（外部に）漏らす,,,,,,,,0
 revenue[名],収入、歳入,,,,,,,,
 reverse[動],逆にする、逆転させる,,,,,,,,
 reward[名],報酬、見返り,,,,,,,,
 romance[名],恋愛小説、恋愛,,,,,,,,
 room[名],余地、余裕,,,,,,,,0
 round[動],一周する,,,,,,,,
 rub[動],こする、摩擦する,,,,,,,,
 rural[形],田舎の、農村の,,,,,,,,
 sanction[名],認可,,,,,,,,
 sandy[形],砂の、砂色の,,,,,,,,
 savage[形],どう猛な、未開の,,,,,,,,0
 scan[動],ざっと目を通す、注意深く調べる、スキャンする,,,,,,,,
 scarce[形],乏しい、不十分な,,,,,,,,0
 scary[形],恐ろしい、ゾッとする,,,,,,,,0
 science fiction[名],空想科学小説,,,,,,,,
 secure[動],確保する、しっかり固定する,,,,,,,,
 sensation[名],感覚、世間を沸かせるもの,,,,,,,,
 shift[動],（位置などを）移す、変える,,,,,,,,
 shocking[形],衝撃的な、不快な,,,,,,,,0
 shopkeeper[名],店主,,,,,,,,
 sigh[名],ため息,,,,,,,,
 silent movie[名],無声映画,,,,,,,,
 similarity[名],似ていること、類似、相似,,,,,,,,
 skyscraper[名],超高層ビル、摩天楼,,,,,,,,
 sob[動],すすり泣く,,,,,,,,0
 social science[名],社会科学,,,,,,,,
 solid[形],固体の、堅い、堅固な,,,,,,,,
 sow[動],（種を）まく,,,,,,,,
 sparrow[名],スズメ,,,,,,,,
 specify[動],明示する、特定する,,,,,,,,
 spectrum[名],スペクトル、範囲,,,,,,,,
 spot[名],しみ,,,,,,,,
 spur[動],促進させる、駆り立てる,,,,,,,,
 statistics[名],統計、統計学,,,,,,,,
 steer[動],操縦する、かじを取る、（人）を導く,,,,,,,,
 story[名],階,,,,,,,,
 strain[動],負担をかける、緊張させる,,,,,,,,
 strain[名],緊張、重圧、負担,,,,,,,,
 strategy[名],戦略,,,,,,,,
 strengthen[動],強める、強化する、強固にする,,,,,,,,
 stubborn[形],頑固な,,,,,,,,0
 substitute[動],代用する、代わりになる,,,,,,,,
 suburb[名],郊外、近郊,,,,,,,,
 sufficient[形],十分な,,,,,,,,0
 suitable[形],適した、ふさわしい,,,,,,,,
 surgeon[名],外科医,,,,,,,,
 surgery[名],手術,,,,,,,,0
 suspect[動],疑う、～ではないかと思う,,,,,,,,
 suspicious[形],（人が）疑って、疑い深い、（物が）疑わしい,,,,,,,,
 sustain[動],維持する、支える,,,,,,,,
 sweater[名],セーター,,,,,,,,
 tailor[名],洋服屋、仕立屋,,,,,,,,0
 talks[名],（数日間にわたる）会談,,,,,,,,0
 tempt[動],引きつける、誘惑する、する気にさせる,,,,,,,,
 tense[形],ぴんと張った、緊張した,,,,,,,,
 terrific[形],すばらしい、ものすごい,,,,,,,,
 thickness[名],厚さ,,,,,,,,
 thoughtful[形],思慮深い、思いやりのある、親切な,,,,,,,,0
 thumb[名],親指,,,,,,,,
 tide[名],潮汐、潮流、物事の動き,,,,,,,,
 tighten[動],締める、きつくする、厳しくする,,,,,,,,
 tin[名],スズ,,,,,,,,
 token[名],しるし,,,,,,,,0
 tortoise[名],陸ガメ,,,,,,,,
 tough[形],骨の折れる、難しい,,,,,,,,
 traditionally[副],伝統的に、慣例上,,,,,,,,
 tragedy[名],悲劇、惨事,,,,,,,,
 transparent[形],透明な、隠しだてのない,,,,,,,,
 trash[名],ゴミ、ゴミ箱,,,,,,,,
 triangle[名],三角形,,,,,,,,
 trigger[動],引き起こす、もたらす、引き金となる,,,,,,,,
 triumph[名],勝利,,,,,,,,
 tropical[形],熱帯の,,,,,,,,
 twist[動],ねじる、ひねる、捻挫する,,,,,,,,
 unacceptable[形],受け入れられない、容認できない,,,,,,,,
 underground[形],地下の,,,,,,,,
 unexpectedly[副],思いがけなく、突然に,,,,,,,,
 unlikely[形],ありそうもない、起こりそうもない,,,,,,,,
 unlimited[形],限りない、無制限の,,,,,,,,
 urge[動],せきたてる、強く促す,,,,,,,,
 urgent[形],緊急の、至急の,,,,,,,,
 useless[形],役に立たない,,,,,,,,
 vain[形],無駄な、無益な、無意味な、,,,,,,,,0
 valued[形],価値のある,,,,,,,,
 vessel[名],船、大型船、船舶,,,,,,,,
 vibrate[動],振動する,,,,,,,,
 violate[動],違反する,,,,,,,,
 virtue[名],美徳、長所,,,,,,,,
 visible[形],目に見える、明らかな,,,,,,,,
 visual[形],視覚の,,,,,,,,
 vital[形],きわめて重要な、不可欠の、生命に関する,,,,,,,,
 voltage[名],電圧（量）、ボルト数,,,,,,,,
 vowel[名],母音,,,,,,,,
 wander[動],歩き回る、さまよう,,,,,,,,
 website[名],（インターネットの）ホームページ、ウェブサイト,,,,,,,,
 welfare[名],福祉、福利厚生、幸福,,,,,,,,
whip[名],むち,,,,,,,,
 widespread[形],広範囲にわたる、広く普及した,,,,,,,,
 worthwhile[形],価値のある、やりがいのある,,,,,,,,
 yield[動],～をもたらす、産出する,,,,,,,
