 emphasize[動],強調する,知ってる,2020/7/4,,1,,,,
 enclosed[形],囲いのある、同封された,知ってる,2020/6/22,,,,,,
 endure[動],耐える、辛抱する、持ちこたえる、我慢する,知ってる,2020/7/3,,1,,,,
 engineering[名],工学,知ってる,2020/5/18,,,,,,
 enormous[形],巨大な、莫大な,知ってる,2020/5/19,1,,,,,
 essay[名],小論文、随筆、エッセー,知ってる,2020/7/4,,1,,,,
 exactly[副],まさに、まさしく,知ってる,2020/7/3,,1,,,,
 exceed[動],～にまさる、～の上を行く、超える,知ってる,2020/5/18,3,,,,,
 exception[名],例外,知ってる,2020/5/19,,,,,,
 excessive[形],過度の、極端な,知ってる,2020/5/19,,,,,,
 excite[動],興奮させる,知ってる,2020/7/3,1,1,,,,
 expectation[名],予期、期待,知ってる,2020/6/30,,,,,,
 explosion[名],爆発、破裂,知ってる,2020/5/19,,,,,,
 expose[動],さらす、暴露する,知ってる,2020/5/19,,,,,,
 extraordinary[形],並はずれた,知ってる,2020/5/19,,,,,,
 facility[名],設備、施設,知ってる,2020/5/19,1,,,,,
 fairly[副],かなり、相当（に）,知らない,2020/7/4,2,0,,,,0
 fake[形],にせ物の,知ってる,2020/7/3,,1,,,,
 fancy[形],装飾された、しゃれた,知ってる,2020/7/4,,1,,,,
 fever[名],熱,知ってる,2020/7/4,,1,,,,
 field[名],分野、領域,知ってる,2020/5/19,,,,,,
 fierce[形],猛烈な、激しい、どう猛な,知ってる,2020/7/3,1,1,,,,
 fine[名],罰金,知ってる,2020/7/3,1,1,,,,
 firm[名],会社,知ってる,2020/5/19,4,,,,,
 fiscal[形],財政の、会計の,知ってる,2020/5/19,1,,,,,
 flash[動],ぴかっと光る、ぱっと照らす、点滅する,知ってる,2020/6/30,,,,,,
 flavor[名],風味,知ってる,2020/5/19,1,,,,,
 flexibility[名],柔軟性、適応性、順応性,知ってる,2020/7/3,,1,,,,
 flourish[動],繁栄する、繁殖する、繁茂する,知ってる,2020/5/19,,,,,,
 forbid[動],禁じる,知ってる,2020/5/18,,,,,,
 found[動],設立する、創設する,知ってる,2020/5/19,,,,,,
 fraud[名],詐欺、不正行為,知ってる,2020/5/18,3,,,,,
 freshman[名],大学1年生、新入生,知ってる,2020/5/18,,,,,,
 frighten[動],怖がらせる、おびえさせる,知ってる,2020/7/3,,1,,,,
 full-time[形],常勤の、専任の、フルタイム,知ってる,2020/6/30,,,,,,
 fundamental[形],基本的な、根本的な,知ってる,2020/5/19,,,,,,
 furthermore[副],おまけに、さらに、その上,知ってる,2020/5/19,,,,,,
 gardener[名],庭師、庭いじりをする人,知ってる,2020/6/30,,,,,,
 gathering[名],集まり、集会、群集,知ってる,2020/6/22,,,,,,
 gaze[動],じっと見る、凝視する,知ってる,2020/5/18,,,,,,
 gene[名],遺伝子,知ってる,2020/7/4,,1,,,,
 generate[動],発生させる、作り出す,知ってる,2020/7/3,,1,,,,
 genius[名],天才,知ってる,2020/5/18,,,,,,
 genuine[形],純粋な、誠実な、本物の,知ってる,2020/5/19,1,,,,,
 graceful[形],優雅な、上品な、しとやかな,知ってる,2020/5/19,,,,,,
 grain[名],穀物、粒子,知ってる,2020/7/4,,1,,,,
 graphic[形],グラフィックの、グラフの,知ってる,2020/6/30,,,,,,
 handbook[名],手引き（書）,知ってる,2020/6/30,,,,,,
 haunt[動],（幽霊などが）出没する、つきまとう,知ってる,2020/7/4,3,1,,,,
 hesitate[動],遠慮する、躊躇する,知ってる,2020/5/19,,,,,,
 highly[副],非常に、高度に、大いに,知ってる,2020/5/18,,,,,,
 homeless[形],家のない,知ってる,2020/7/3,,1,,,,
 honesty[名],正直、誠実、率直,知ってる,2020/7/3,,1,,,,
 hourly[形],毎時の、1時間ごとの,知ってる,2020/6/25,,,,,,
 household[形],家庭の、家族の,知ってる,2020/5/19,,,,,,
 illegal[形],違法の、不法の,知ってる,2020/5/18,,,,,,
 illustrate[動],例証する、図解する,知ってる,2020/5/19,,,,,,
 imitate[動],まねる、模倣する,知ってる,2020/7/3,,1,,,,
 immigrant[名],（外からの）移民、移住者,知ってる,2020/5/19,,,,,,
 imperial[形],帝国の、天皇（皇帝）の,知ってる,2020/5/19,,,,,,
 implement[動],実行する、実践する,知ってる,2020/5/18,2,,,,,
 impressed[形],感動して、関心して,知ってる,2020/6/30,,,,,,
 independently[副],単独で、独立して,知ってる,2020/6/30,1,,,,,
 infant[名],幼児、乳児,知ってる,2020/5/19,,,,,,
 injured[形],負傷した、怪我をして,知ってる,2020/5/19,,,,,,
 innovation[名],新しい手法、革新,知ってる,2020/5/19,,,,,,
 inquire[動],問い合わせる、尋ねる,知ってる,2020/5/18,,1,,,,
 inquiry[名],質問、問い合わせ、照会、取り調べ、調査,知ってる,2020/7/3,,1,,,,
 insider[名],（組織などの）内部の人間、会員,知ってる,2020/6/22,,,,,,
 instruction[名],指図、指示、説明（書）、指導,知ってる,2020/7/3,,1,,,,
 instructive[形],有益な、教育的な,知ってる,2020/6/30,1,,,,,
 integrate[動],統合する、一体化する,知ってる,2020/7/3,1,1,,,,
 intelligence[名],知能、知性,知ってる,2020/7/4,,1,,,,
 intended[形],対象にされた、意図された,,,,,,,,
 intention[名],意思、意図,知ってる,2020/7/4,1,1,,,,
 interest[名],利子、利息、利益、利害（関係）,知ってる,2020/5/19,,,,,,
 interfere[動],干渉する、介入する、邪魔する,知ってる,2020/7/4,,1,,,,
 interpreter[名],通訳,知ってる,2020/5/19,,,,,,
 intimate[形],親しい、親密な,知ってる,2020/7/4,1,1,,,,
 jewelry[名],宝石類,知ってる,2020/5/16,,,,,,
 journalism[名],ジャーナリズム、報道,知ってる,2020/6/22,,,,,,
 ladder[名],はしご,知ってる,2020/6/24,,,,,,
 lap[名],ひざから太ももの部分,知ってる,2020/6/25,,,,,,
 laptop[名],ラップトップ（型）コンピューター,知ってる,2020/6/24,,,,,,
 latter[名],後者,知ってる,2020/7/3,,1,,,,
 lazy[形],怠惰な,知ってる,2020/5/18,,,,,,
 leap[動],跳ぶ、跳ねる,知ってる,2020/5/19,,,,,,
 legal[形],法律の、合法な,知ってる,2020/5/18,,,,,,
 load[名],重荷、負荷、荷物、積み荷,知ってる,2020/5/18,,,,,,
 logic[名],論理、論理学,知ってる,2020/5/18,,,,,,
 luggage[名],手荷物,知ってる,2020/6/23,,,,,,
 makeup[名],化粧,知ってる,2020/6/30,,,,,,
 mammal[名],哺乳類、哺乳動物,知ってる,2020/5/16,,,,,,
 manual[名],説明書、指導書,知ってる,2020/7/3,,1,,,,
 manual[形],体を使う、手動の、手作業の,知ってる,2020/5/19,,,,,,
 manufacturing[名],製造,知ってる,2020/5/18,,,,,,
 market[動],マーケティングする、（品物を）市場に出す,知ってる,2020/6/30,,,,,,
 massive[形],大きい、圧倒的な,知ってる,2020/5/19,1,,,,,
 match[動],調和する、似合う、匹敵する,知ってる,2020/6/30,,,,,,
 medium[名],媒体、手段,知ってる,2020/7/3,,1,,,,
 minor[形],小さい、少ない、重要でない,知ってる,2020/5/18,,,,,,
 miserable[形],みじめな、哀れな,知ってる,2020/5/19,,,,,,
 mobile[形],可動（移動）式の、流動的な,知ってる,2020/5/19,,,,,,
 modest[形],謙虚な、控えめな、地味な,知ってる,2020/5/19,,,,,,
 monitor[動],監視する、観測する,知ってる,2020/5/19,,,,,,
 narrow[動],(範囲など)を狭くする,知ってる,2020/6/30,,,,,,
 nervousness[名],神経質、緊張,知ってる,2020/6/30,,,,,,
 nevertheless[副],それにもかかわらず,知ってる,2020/7/4,,1,,,,
 newsletter[名],会報、社報,知ってる,2020/6/30,,,,,,
 nowadays[副],近ごろは,知ってる,2020/5/19,,,,,,
 obligation[名],義務、責務,知ってる,2020/5/18,,,,,,
 occasionally[副],時々、たまに,知ってる,2020/7/3,,1,,,,
 occupation[名],職業,知ってる,2020/7/4,2,1,,,,
 occurrence[名],発生、出来事,知ってる,2020/7/3,1,1,,,,
 offensive[形],侮辱的な、けんか腰の、不快な,知らない,2020/7/4,1,0,,,,0
 orbit[名],（惑星などの）軌道,知ってる,2020/5/18,,,,,,
 originate[動],生じる、始まる、（～に）起源がある,知ってる,2020/5/19,,,,,,
 output[名],生産（高）,知ってる,2020/5/18,1,,,,,
 overlook[動],見落とす、見過ごす、大目に見る,知ってる,2020/7/4,,1,,,,
 overwhelming[形],圧倒的な,知ってる,2020/7/3,1,1,知らない,2020/5/18,,
 overwhelmingly[副],圧倒的に,知ってる,2020/6/30,1,,,,,
 packaging[名],梱包（荷造り）すること,知ってる,2020/6/23,1,,,,,
 page[動],ページをめくる,知ってる,2020/6/30,,,,,,
 parting[名],別離,知ってる,2020/6/30,,,,,,
 pass[動],通過する、通過させる、（時が）経つ,知ってる,2020/5/19,,,,,,
 passenger[名],乗客、同乗者,知ってる,2020/5/19,,,,,,
 pause[名],一時休止、間、一息,知ってる,2020/5/18,,,,,,
 peak[名],（とがった）先端,知ってる,2020/5/19,,,,,,
 persist[動],固執する、（習慣などが）存続する,知ってる,2020/11/3,2,0,,,,0
 plot[名],（映画、物語などの）筋、構想、たくらみ,知らない,2020/7/4,,0,,,,0
 plus[接],(口語で)その上,知ってる,2020/6/30,,,,,,
 popularity[名],人気、高い評判,知ってる,2020/7/3,1,0,,,,0
 portion[名],ポーション、一人分の量、一部分,知ってる,2020/5/18,,,,,,
 practice[動],実行する、実践する,知ってる,2020/5/18,1,,,,,
 preference[名],好み、好物、選好,知ってる,2020/6/22,,,,,,
 presentation[名],発表、贈呈、提出,知ってる,2020/5/18,,,,,,
 preventable[形],予防できる,知ってる,2020/6/30,,,,,,
 prevention[名],防止、予防,知ってる,2020/6/23,,,,,,
 previously[副],前に、前もって,知ってる,2020/5/18,,,,,,
 priest[名],牧師、神父、聖職者,知ってる,2020/5/19,,,,,,
 principal[形],主要な、第一の,知ってる,2020/5/19,,,,,,
 priority[名],優先権、優先順位、優先事項,知ってる,2020/5/19,,,,,,
 productive[形],生産性の高い、生産的な,知ってる,2020/7/3,,1,,,,
 profitable[形],高収益の、もうかる,知ってる,2020/7/4,1,1,,,,
 prominent[形],目立った、著名な、卓越した,知ってる,2020/5/19,3,,,,,
 prompt[形],迅速な,知ってる,2020/7/4,,2,,,,
 promptly[副],すばやく、（時刻）きっかりに、即座に,知ってる,2020/6/30,2,,,,,
 pronunciation[名],発音,知ってる,2020/5/18,,,,,,
 prose[名],散文,知ってる,2020/5/19,1,,,,,
 prospective[形],見込みのある、有望な、将来予想される,知ってる,2020/6/25,,,,,,
 proud[形],誇りに思って,知ってる,2020/7/4,,1,,,,
 psychologist[名],心理学者,知ってる,2020/5/19,,,,,,
 publicly[副],公に,知ってる,2020/6/24,,,,,,
 purse[名],財布、ハンドバッグ,知ってる,2020/5/19,1,,,,,
 rating[名],格付け、等級、評価、評定,知ってる,2020/6/22,,,,,,
 reach[動],手を伸ばす,知ってる,2020/6/30,1,,,,,
 readily[副],簡単に、たやすく、快く,知らない,2020/11/3,3,0,,,,0
 refugee[名],難民、避難者,知ってる,2020/7/3,,1,,,,
 refund[名],払い戻し、返金,知ってる,2020/7/3,,1,,,,
 reject[動],拒否する、拒絶する、却下する,知ってる,2020/5/18,,,,,,
 relatively[副],比較的,知ってる,2020/5/18,,,,,,
 relieve[動],安心させる、（痛み、不安などを）軽減する/和らげる,知ってる,2020/6/22,,,,,,
 repetition[名],繰り返し、反復,知ってる,2020/6/30,,,,,,
 representative[名],担当者、代表者,知らない,2020/7/4,1,0,,,,0
 reside[動],住む,知ってる,2020/6/30,,,,,,
 residential[形],住宅向きの、寄宿生の,知ってる,2020/6/22,,,,,,
 resign[動],辞職する、退く,知ってる,2020/5/16,,,,,,
 resolution[名],決議、決意,知らない,2020/7/4,1,0,,,,0
 resort[名],リゾート、保養地、行楽地,知ってる,2020/6/30,,,,,,
 rest[名],残り,知ってる,2020/5/19,,,,,,
 restriction[名],制限,知ってる,2020/7/3,,1,,,,
 retail[名],小売,知ってる,2020/5/18,1,,,,,
 reuse[名],再利用,知ってる,2020/5/18,,,,,,
 room[名],余地、余裕,,,,,,,,
 roughly[副],おおよそ、概略で,知ってる,2020/7/3,,1,,,,
 routine[形],決まりきった、日常の,知ってる,2020/5/18,,,,,,
 rude[形],無礼な、失礼な,知ってる,2020/5/19,,,,,,
 rumor[名],噂、風説,知ってる,2020/5/19,,,,,,
 rural[形],田舎の、農村の,知ってる,2020/7/4,,1,,,,
 sacrifice[名],犠牲,知ってる,2020/5/19,2,,,,,
 satellite[名],衛星,知ってる,2020/5/19,,,,,,
 saving[名],貯蓄、節約,知ってる,2020/6/30,,,,,,
 scarcely[副],ほとんど～ない,知ってる,2020/5/19,2,,,,,
 scenario[名],予定の計画、筋書き、脚本、思惑,知ってる,2020/6/24,,,,,,
 scenery[名],景色,知ってる,2020/5/19,1,,,,,
 schedule[動],予定を組む、日程を決める,知ってる,2020/6/25,,,,,,
 screen[動],選別する、ふるいにかける、（病気の）検査をする,知ってる,2020/6/30,2,,,,,
 seal[名],印（いん）、印章,知ってる,2020/6/22,2,,,,,
 sealed[形],密封された,知ってる,2020/6/30,1,,,,,
 secondary[形],二次的な,知ってる,2020/6/30,,,,,,
 sensible[形],賢明な、分別のある,知ってる,2020/5/19,,,,,,
 set[形],用意ができて、定められた,知ってる,2020/6/30,,,,,,
 shatter[動],打ち砕く、粉砕する,知ってる,2020/5/18,2,,,,,
 shift[動],（位置などを）移す、変える,知ってる,2020/7/4,,1,,,,
 shiny[形],光る、磨かれた,知ってる,2020/5/19,,,,,,
 shopper[名],買い物客,知ってる,2020/6/30,,,,,,
 shortage[名],不足、不足額,知ってる,2020/5/19,,,,,,
 signature[名],署名,知ってる,2020/5/19,,,,,,
 significant[形],重要な,知ってる,2020/5/18,,,,,,
 sincerely[副],心から、本当に,知ってる,2020/5/18,,,,,,
 slave[名],奴隷,知ってる,2020/5/18,,,,,,
 so called[形],いわゆる,知ってる,2020/5/19,,,,,,
 solely[副],唯一、単に、もっぱら,知ってる,2020/7/3,,1,,,,
 sow[動],（種を）まく,知ってる,2020/7/4,,1,,,,
 specific[形],特定の、明確な、具体的な,知ってる,2020/5/18,,,,,,
 specify[動],明示する、特定する,知ってる,2020/7/4,,1,,,,
 spectator[名],（スポーツなどの）観客,知ってる,2020/5/19,,,,,,
 square[名],広場、公園,知ってる,2020/7/3,,1,,,,
 stack[動],積み重ねる,知ってる,2020/6/30,,,,,,
 stage[動],（劇などを）上演する、（催しを）開催する,知ってる,2020/6/25,,,,,,
 stain[動],汚す、シミをつける,知ってる,2020/5/19,,,,,,
 stake[名],賭け、賭け金、利害関係,知ってる,2020/6/22,,,,,,
 stand[動],耐える、我慢する,知ってる,2020/5/18,,,,,,
 statistics[名],統計、統計学,知ってる,2020/7/4,,1,,,,
 steadily[副],着実に、確実に,知ってる,2020/5/19,,,,,,
 steady[形],安定した、変わらない、着実な,知ってる,2020/5/18,,,,,,
 storage[名],（物の）貯蔵、保管,知ってる,2020/5/18,,,,,,
 substance[名],物質,知ってる,2020/5/19,,,,,,
 substitute[動],代用する、代わりになる,知ってる,2020/5/18,1,1,,,,
 subtle[形],微妙な、かすかな、気付きづらい,知ってる,2020/7/3,6,0,,,,0
 suburb[名],郊外、近郊,知ってる,2020/7/4,,1,,,,
 suitable[形],適した、ふさわしい,知ってる,2020/7/4,,1,,,,
 superior[形],よりすぐれた、上位の,知ってる,2020/5/19,1,,,,,
 supplier[名],納入業者、供給業者、供給者,知ってる,2020/5/18,,,,,,
 surgery[名],手術,知らない,2020/7/4,,0,,,,0
 sweep[動],掃く、一掃する,知ってる,2020/6/30,,,,,,
 symptom[名],症状、徴候,知ってる,2020/5/18,1,,,,,
 technical[形],専門の、技術的な、建前上の,知ってる,2020/5/19,,,,,,
 temporary[形],一時的な、臨時の,知ってる,2020/5/18,,,,,,
 temptation[名],誘惑,知ってる,2020/5/19,1,,,,,
 terrorism[名],テロ（行為）,知ってる,2020/5/19,,,,,,
 tissue[名],（生物の）組織,知ってる,2020/5/19,,,,,,
 token[名],しるし,知らない,2020/7/4,2,0,,,,0
 track[動],追及する、跡をたどる,知ってる,2020/6/24,,,,,,
 transfer[動],異動（転校）する/させる、移動する/させる,知ってる,2020/5/19,,,,,,
 transform[動],変化させる、変質させる,知ってる,2020/5/19,1,,,,,
 transition[名],移り変わり、変遷、移行,知ってる,2020/5/19,,,,,,
 tremble[動],震える,知ってる,2020/5/18,1,,,,,
 ultimate[形],究極の、最終的な,知ってる,2020/5/19,,,,,,
 undoubtedly[副],確かに,知ってる,2020/6/24,1,,,,,
 uneasy[形],不安な、落ち着かない,知ってる,2020/5/19,,,,,,
 up-to-date[形],（情報などが）最新の,知ってる,2020/5/18,,,,,,
 upgrade[名],改良、アップグレード,知ってる,2020/6/25,,,,,,
 upward[形],上向きの、増加傾向にある,知ってる,2020/6/24,,,,,,
 valid[形],妥当な、有効な、正当な,知ってる,2020/5/18,3,1,,,,0
 vase[名],花瓶,知ってる,2020/6/25,,,,,,
 venture[名],冒険、冒険的事業,知ってる,2020/7/3,,1,,,,
 vice[名],悪、悪徳,知ってる,2020/5/19,,,,,,
 vital[形],きわめて重要な、不可欠の、生命に関する,知ってる,2020/7/4,,1,,,,
 voluntarily[副],自発的に、自主的に,知ってる,2020/6/30,,,,,,
 vulnerable[形],弱い、傷つきやすい,知ってる,2020/5/18,2,,,,,
 washable[形],(布・服などが)洗濯できる,知ってる,2020/6/30,,,,,,
 website[名],（インターネットの）ホームページ、ウェブサイト,知ってる,2020/7/3,1,1,,,,
 whenever[接],～のときにはいつでも,知ってる,2020/6/30,,,,,,
 wilderness[名],荒野、原野,知ってる,2020/7/3,,1,,,,
 wildlife[名],野生生物,知ってる,2020/5/19,,,,,,
 witness[動],目撃する、直面する、経験する,知ってる,2020/5/18,,,,,,
 workshop[名],講習会、研修会,知ってる,2020/5/18,,,,,,
 yell[動],叫ぶ、怒鳴る、わめく,,,,,,,,
